Event(name=Tempo Class, time=0, value=mid, text=None)
Event(name=Note Duration, time=17040, value=0.119, text=0.119)
Event(name=Position, time=17100, value=13/16, text=17100)
Event(name=Note Velocity, time=17100, value=120, text=120)
Event(name=Note On, time=17100, value=80, text=G#5)
Event(name=Note Duration, time=17100, value=0.342, text=0.342)
Event(name=Position, time=17100, value=13/16, text=17100)
Event(name=Note Velocity, time=17100, value=111, text=111)
Event(name=Note On, time=17100, value=61, text=C#4)
Event(name=Note Duration, time=17100, value=0.231, text=0.231)
Event(name=Position, time=17100, value=13/16, text=17100)
Event(name=Note Velocity, time=17100, value=111, text=111)
Event(name=Note On, time=17100, value=65, text=F4)
Event(name=Note Duration, time=17100, value=0.34, text=0.34)
Event(name=Position, time=17100, value=13/16, text=17100)
Event(name=Note Velocity, time=17100, value=111, text=111)
Event(name=Note On, time=17100, value=68, text=G#4)
Event(name=Note Duration, time=17100, value=0.565, text=0.565)
Event(name=Position, time=17220, value=15/16, text=17220)
Event(name=Note Velocity, time=17220, value=97, text=97)
Event(name=Note On, time=17220, value=61, text=C#4)
Event(name=Note Duration, time=17220, value=0.15, text=0.15)
Event(name=Bar, time=17340, value=17340, text=19)
Event(name=Position, time=17340, value=1/16, text=17340)
Event(name=Chord, time=17340, value=A#:min, text=A#:min)
Event(name=Position, time=17340, value=1/16, text=17340)
Event(name=Note Velocity, time=17340, value=112, text=112)
Event(name=Note On, time=17340, value=68, text=G#4)
Event(name=Note Duration, time=17340, value=0.342, text=0.342)
Event(name=Position, time=17340, value=1/16, text=17340)
Event(name=Note Velocity, time=17340, value=111, text=111)
Event(name=Note On, time=17340, value=58, text=A#3)
Event(name=Note Duration, time=17340, value=0.473, text=0.473)
Event(name=Position, time=17340, value=1/16, text=17340)
Event(name=Note Velocity, time=17340, value=111, text=111)
Event(name=Note On, time=17340, value=61, text=C#4)
Event(name=Note Duration, time=17340, value=0.504, text=0.504)
Event(name=Position, time=17340, value=1/16, text=17340)
Event(name=Note Velocity, time=17340, value=102, text=102)
Event(name=Note On, time=17340, value=46, text=A#2)
Event(name=Note Duration, time=17340, value=1.344, text=1.344)
Event(name=Position, time=17460, value=3/16, text=17460)
Event(name=Note Velocity, time=17460, value=115, text=115)
Event(name=Note On, time=17460, value=65, text=F4)
Event(name=Note Duration, time=17460, value=0.287, text=0.287)
Event(name=Position, time=17460, value=3/16, text=17460)
Event(name=Note Velocity, time=17460, value=80, text=80)
Event(name=Note On, time=17460, value=53, text=F3)
Event(name=Note Duration, time=17460, value=0.748, text=0.748)
Event(name=Position, time=17520, value=4/16, text=17520)
Event(name=Note Velocity, time=17520, value=102, text=102)
Event(name=Note On, time=17520, value=58, text=A#3)
Event(name=Note Duration, time=17520, value=0.171, text=0.171)
Event(name=Position, time=17580, value=5/16, text=17580)
Event(name=Chord, time=17580, value=A#:maj, text=A#:maj)
Event(name=Position, time=17580, value=5/16, text=17580)
Event(name=Note Velocity, time=17580, value=115, text=115)
Event(name=Note On, time=17580, value=61, text=C#4)
Event(name=Note Duration, time=17580, value=0.279, text=0.279)
Event(name=Position, time=17580, value=5/16, text=17580)
Event(name=Note Velocity, time=17580, value=105, text=105)
Event(name=Note On, time=17580, value=61, text=C#4)
Event(name=Note Duration, time=17580, value=0.15, text=0.15)
Event(name=Position, time=17580, value=5/16, text=17580)
Event(name=Note Velocity, time=17580, value=111, text=111)
Event(name=Note On, time=17580, value=58, text=A#3)
Event(name=Note Duration, time=17580, value=0.217, text=0.217)
Event(name=Position, time=17580, value=5/16, text=17580)
Event(name=Note Velocity, time=17580, value=111, text=111)
Event(name=Note On, time=17580, value=65, text=F4)
Event(name=Note Duration, time=17580, value=0.24, text=0.24)
Event(name=Position, time=17700, value=7/16, text=17700)
Event(name=Note Velocity, time=17700, value=118, text=118)
Event(name=Note On, time=17700, value=66, text=F#4)
Event(name=Note Duration, time=17700, value=1.154, text=1.154)
Event(name=Position, time=17700, value=7/16, text=17700)
Event(name=Note Velocity, time=17700, value=111, text=111)
Event(name=Note On, time=17700, value=58, text=A#3)
Event(name=Note Duration, time=17700, value=1.033, text=1.033)
Event(name=Position, time=17700, value=7/16, text=17700)
Event(name=Note Velocity, time=17700, value=108, text=108)
Event(name=Note On, time=17700, value=63, text=D#4)
Event(name=Note Duration, time=17700, value=1.048, text=1.048)
Event(name=Position, time=17820, value=9/16, text=17820)
Event(name=Chord, time=17820, value=D#:min, text=D#:min)
Event(name=Position, time=17820, value=9/16, text=17820)
Event(name=Note Velocity, time=17820, value=114, text=114)
Event(name=Note On, time=17820, value=78, text=F#5)
Event(name=Note Duration, time=17820, value=0.106, text=0.106)
Event(name=Position, time=17820, value=9/16, text=17820)
Event(name=Note Velocity, time=17820, value=100, text=100)
Event(name=Note On, time=17820, value=51, text=D#3)
Event(name=Note Duration, time=17820, value=1.537, text=1.537)
Event(name=Position, time=17880, value=10/16, text=17880)
Event(name=Note Velocity, time=17880, value=108, text=108)
Event(name=Note On, time=17880, value=80, text=G#5)
Event(name=Note Duration, time=17880, value=0.144, text=0.144)
Event(name=Position, time=17940, value=11/16, text=17940)
Event(name=Note Velocity, time=17940, value=111, text=111)
Event(name=Note On, time=17940, value=82, text=A#5)
Event(name=Note Duration, time=17940, value=0.369, text=0.369)
Event(name=Position, time=17940, value=11/16, text=17940)
Event(name=Note Velocity, time=17940, value=94, text=94)
Event(name=Note On, time=17940, value=54, text=F#3)
Event(name=Note Duration, time=17940, value=0.998, text=0.998)
Event(name=Position, time=18060, value=13/16, text=18060)
Event(name=Note Velocity, time=18060, value=112, text=112)
Event(name=Note On, time=18060, value=61, text=C#4)
Event(name=Note Duration, time=18060, value=0.148, text=0.148)
Event(name=Position, time=18060, value=13/16, text=18060)
Event(name=Note Velocity, time=18060, value=117, text=117)
Event(name=Note On, time=18060, value=58, text=A#3)
Event(name=Note Duration, time=18060, value=0.256, text=0.256)
Event(name=Position, time=18060, value=13/16, text=18060)
Event(name=Note Velocity, time=18060, value=114, text=114)
Event(name=Note On, time=18060, value=63, text=D#4)
Event(name=Note Duration, time=18060, value=0.544, text=0.544)
Event(name=Position, time=18060, value=13/16, text=18060)
Event(name=Note Velocity, time=18060, value=108, text=108)
Event(name=Note On, time=18060, value=66, text=F#4)
Event(name=Note Duration, time=18060, value=0.602, text=0.602)
Event(name=Position, time=18120, value=14/16, text=18120)
Event(name=Note Velocity, time=18120, value=112, text=112)
Event(name=Note On, time=18120, value=63, text=D#4)
Event(name=Note Duration, time=18120, value=0.106, text=0.106)
Event(name=Position, time=18180, value=15/16, text=18180)
Event(name=Note Velocity, time=18180, value=115, text=115)
Event(name=Note On, time=18180, value=66, text=F#4)
Event(name=Note Duration, time=18180, value=0.11, text=0.11)
Event(name=Position, time=18180, value=15/16, text=18180)
Event(name=Note Velocity, time=18180, value=102, text=102)
Event(name=Note On, time=18180, value=58, text=A#3)
Event(name=Note Duration, time=18180, value=0.154, text=0.154)
Event(name=Position, time=18240, value=16/16, text=18240)
Event(name=Note Velocity, time=18240, value=112, text=112)
Event(name=Note On, time=18240, value=68, text=G#4)
Event(name=Note Duration, time=18240, value=0.135, text=0.135)
Event(name=Bar, time=18300, value=18300, text=20)
Event(name=Position, time=18300, value=1/16, text=18300)
Event(name=Chord, time=18300, value=B:maj, text=B:maj)
Event(name=Position, time=18300, value=1/16, text=18300)
Event(name=Note Velocity, time=18300, value=109, text=109)
Event(name=Note On, time=18300, value=70, text=A#4)
Event(name=Note Duration, time=18300, value=0.154, text=0.154)
Event(name=Position, time=18300, value=1/16, text=18300)
Event(name=Note Velocity, time=18300, value=96, text=96)
Event(name=Note On, time=18300, value=59, text=B3)
Event(name=Note Duration, time=18300, value=0.54, text=0.54)
Event(name=Position, time=18300, value=1/16, text=18300)
Event(name=Note Velocity, time=18300, value=102, text=102)
Event(name=Note On, time=18300, value=63, text=D#4)
Event(name=Note Duration, time=18300, value=0.558, text=0.558)
Event(name=Position, time=18300, value=1/16, text=18300)
Event(name=Note Velocity, time=18300, value=109, text=109)
Event(name=Note On, time=18300, value=47, text=B2)
Event(name=Note Duration, time=18300, value=1.123, text=1.123)
Event(name=Position, time=18420, value=3/16, text=18420)
Event(name=Note Velocity, time=18420, value=112, text=112)
Event(name=Note On, time=18420, value=66, text=F#4)
Event(name=Note Duration, time=18420, value=0.315, text=0.315)
Event(name=Position, time=18420, value=3/16, text=18420)
Event(name=Note Velocity, time=18420, value=76, text=76)
Event(name=Note On, time=18420, value=54, text=F#3)
Event(name=Note Duration, time=18420, value=0.64, text=0.64)
Event(name=Position, time=18480, value=4/16, text=18480)
Event(name=Note Velocity, time=18480, value=99, text=99)
Event(name=Note On, time=18480, value=59, text=B3)
Event(name=Note Duration, time=18480, value=0.19, text=0.19)
Event(name=Position, time=18540, value=5/16, text=18540)
Event(name=Chord, time=18540, value=F#:maj, text=F#:maj)
Event(name=Position, time=18540, value=5/16, text=18540)
Event(name=Note Velocity, time=18540, value=115, text=115)
Event(name=Note On, time=18540, value=63, text=D#4)
Event(name=Note Duration, time=18540, value=0.24, text=0.24)
Event(name=Position, time=18540, value=5/16, text=18540)
Event(name=Note Velocity, time=18540, value=92, text=92)
Event(name=Note On, time=18540, value=63, text=D#4)
Event(name=Note Duration, time=18540, value=0.162, text=0.162)
Event(name=Position, time=18540, value=5/16, text=18540)
Event(name=Note Velocity, time=18540, value=79, text=79)
Event(name=Note On, time=18540, value=59, text=B3)
Event(name=Note Duration, time=18540, value=0.19, text=0.19)
Event(name=Position, time=18540, value=5/16, text=18540)
Event(name=Note Velocity, time=18540, value=108, text=108)
Event(name=Note On, time=18540, value=66, text=F#4)
Event(name=Note Duration, time=18540, value=0.229, text=0.229)
Event(name=Position, time=18660, value=7/16, text=18660)
Event(name=Note Velocity, time=18660, value=115, text=115)
Event(name=Note On, time=18660, value=68, text=G#4)
Event(name=Note Duration, time=18660, value=0.729, text=0.729)
Event(name=Position, time=18660, value=7/16, text=18660)
Event(name=Note Velocity, time=18660, value=108, text=108)
Event(name=Note On, time=18660, value=65, text=F4)
Event(name=Note Duration, time=18660, value=1.069, text=1.069)
Event(name=Position, time=18660, value=7/16, text=18660)
Event(name=Note Velocity, time=18660, value=94, text=94)
Event(name=Note On, time=18660, value=61, text=C#4)
Event(name=Note Duration, time=18660, value=1.106, text=1.106)
Event(name=Position, time=18780, value=9/16, text=18780)
Event(name=Chord, time=18780, value=C#:maj, text=C#:maj)
Event(name=Position, time=18780, value=9/16, text=18780)
Event(name=Note Velocity, time=18780, value=108, text=108)
Event(name=Note On, time=18780, value=49, text=C#3)
Event(name=Note Duration, time=18780, value=1.321, text=1.321)
Event(name=Position, time=18900, value=11/16, text=18900)
Event(name=Note Velocity, time=18900, value=115, text=115)
Event(name=Note On, time=18900, value=61, text=C#4)
Event(name=Note Duration, time=18900, value=0.196, text=0.196)
Event(name=Position, time=18900, value=11/16, text=18900)
Event(name=Note Velocity, time=18900, value=66, text=66)
Event(name=Note On, time=18900, value=56, text=G#3)
Event(name=Note Duration, time=18900, value=0.652, text=0.652)
Event(name=Position, time=19020, value=13/16, text=19020)
Event(name=Note Velocity, time=19020, value=115, text=115)
Event(name=Note On, time=19020, value=68, text=G#4)
Event(name=Note Duration, time=19020, value=0.196, text=0.196)
Event(name=Position, time=19020, value=13/16, text=19020)
Event(name=Note Velocity, time=19020, value=117, text=117)
Event(name=Note On, time=19020, value=61, text=C#4)
Event(name=Note Duration, time=19020, value=0.256, text=0.256)
Event(name=Position, time=19020, value=13/16, text=19020)
Event(name=Note Velocity, time=19020, value=111, text=111)
Event(name=Note On, time=19020, value=68, text=G#4)
Event(name=Note Duration, time=19020, value=0.612, text=0.612)
Event(name=Position, time=19020, value=13/16, text=19020)
Event(name=Note Velocity, time=19020, value=111, text=111)
Event(name=Note On, time=19020, value=65, text=F4)
Event(name=Note Duration, time=19020, value=0.627, text=0.627)
Event(name=Position, time=19140, value=15/16, text=19140)
Event(name=Note Velocity, time=19140, value=118, text=118)
Event(name=Note On, time=19140, value=70, text=A#4)
Event(name=Note Duration, time=19140, value=1.831, text=1.831)
Event(name=Position, time=19140, value=15/16, text=19140)
Event(name=Note Velocity, time=19140, value=100, text=100)
Event(name=Note On, time=19140, value=61, text=C#4)
Event(name=Note Duration, time=19140, value=0.302, text=0.302)
Event(name=Bar, time=19260, value=19260, text=21)
Event(name=Position, time=19260, value=1/16, text=19260)
Event(name=Chord, time=19260, value=F#:maj, text=F#:maj)
